id,verse_id,word_position,text_arabic,transliteration,translation_english,created_at,updated_at,grammar_info
3995,786,2,يَوۡمَئِذٖ,yawma-idhin,that Day,2025-12-08 23:34:49.92199+00,2025-12-09 00:00:00.974113+00,"{""features"":[""root:يوم""],""part_of_speech"":""Noun""}"
3996,786,3,نَّاعِمَةٞ,nāʿimatun,(will be) joyful,2025-12-08 23:34:49.92199+00,2025-12-09 00:00:01.025517+00,"{""case"":""nominative"",""features"":[""root:نعم"",""nominative""],""part_of_speech"":""Noun""}"
3997,787,1,لِّسَعۡيِهَا,lisaʿyihā,With their effort,2025-12-08 23:34:49.969897+00,2025-12-09 00:00:01.184092+00,"{""case"":""genitive"",""features"":[""noun"",""pronoun"",""root:سعي""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""feminine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
3998,787,2,رَاضِيَةٞ,rāḍiyatun,satisfied,2025-12-08 23:34:49.969897+00,2025-12-09 00:00:01.265388+00,"{""case"":""nominative"",""features"":[""root:رضو"",""nominative""],""part_of_speech"":""Noun""}"
3999,788,1,فِي,fī,In,2025-12-08 23:34:50.021691+00,2025-12-09 00:00:01.426991+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4000,788,2,جَنَّةٍ,jannatin,a garden,2025-12-08 23:34:50.021691+00,2025-12-09 00:00:01.493272+00,"{""case"":""genitive"",""features"":[""root:جنن"",""genitive""],""part_of_speech"":""Noun""}"
4001,788,3,عَالِيَةٖ,ʿāliyatin,elevated,2025-12-08 23:34:50.021691+00,2025-12-09 00:00:01.599756+00,"{""case"":""genitive"",""features"":[""root:علو"",""genitive""],""part_of_speech"":""Noun""}"
4002,789,1,لَّا,lā,Not,2025-12-08 23:34:50.071497+00,2025-12-09 00:00:01.764261+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
4003,789,2,تَسۡمَعُ,tasmaʿu,they will hear,2025-12-08 23:34:50.071497+00,2025-12-09 00:00:01.821366+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:سمع"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4004,789,3,فِيهَا,fīhā,therein,2025-12-08 23:34:50.071497+00,2025-12-09 00:00:01.876767+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Particle""}"
4005,789,4,لَٰغِيَةٗ,lāghiyatan,vain talk,2025-12-08 23:34:50.071497+00,2025-12-09 00:00:01.926366+00,"{""case"":""accusative"",""features"":[""root:لغو"",""accusative""],""part_of_speech"":""Noun""}"
4006,790,1,فِيهَا,fīhā,Therein,2025-12-08 23:34:50.122514+00,2025-12-09 00:00:02.081305+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Particle""}"
4007,790,2,عَيۡنٞ,ʿaynun,(will be) a spring,2025-12-08 23:34:50.122514+00,2025-12-09 00:00:02.132535+00,"{""case"":""nominative"",""features"":[""root:عين"",""nominative""],""part_of_speech"":""Noun""}"
4008,790,3,جَارِيَةٞ,jāriyatun,flowing,2025-12-08 23:34:50.122514+00,2025-12-09 00:00:02.185681+00,"{""case"":""nominative"",""features"":[""root:جري"",""nominative""],""part_of_speech"":""Noun""}"
4009,791,1,فِيهَا,fīhā,Therein,2025-12-08 23:34:50.170329+00,2025-12-09 00:00:02.328491+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Particle""}"
4010,791,2,سُرُرٞ,sururun,(will be) thrones,2025-12-08 23:34:50.170329+00,2025-12-09 00:00:02.382791+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:سرر"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
4011,791,3,مَّرۡفُوعَةٞ,marfūʿatun,raised high,2025-12-08 23:34:50.170329+00,2025-12-09 00:00:02.525683+00,"{""case"":""nominative"",""features"":[""root:رفع"",""nominative""],""part_of_speech"":""Noun""}"
4012,792,1,وَأَكۡوَابٞ,wa-akwābun,And cups,2025-12-08 23:34:50.218612+00,2025-12-09 00:00:02.746357+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:كوب"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
4013,792,2,مَّوۡضُوعَةٞ,mawḍūʿatun,put in place,2025-12-08 23:34:50.218612+00,2025-12-09 00:00:02.795289+00,"{""case"":""nominative"",""features"":[""root:وضع"",""nominative""],""part_of_speech"":""Noun""}"
4014,793,1,وَنَمَارِقُ,wanamāriqu,And cushions,2025-12-08 23:34:50.273487+00,2025-12-09 00:00:02.95279+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:نمرق"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
4015,793,2,مَصۡفُوفَةٞ,maṣfūfatun,lined up,2025-12-08 23:34:50.273487+00,2025-12-09 00:00:03.002986+00,"{""case"":""nominative"",""features"":[""root:صفف"",""nominative""],""part_of_speech"":""Noun""}"
4016,794,1,وَزَرَابِيُّ,wazarābiyyu,And carpets,2025-12-08 23:34:50.323309+00,2025-12-09 00:00:03.212259+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:زرب"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
4017,794,2,مَبۡثُوثَةٌ,mabthūthatun,spread out,2025-12-08 23:34:50.323309+00,2025-12-09 00:00:03.265467+00,"{""case"":""nominative"",""features"":[""root:بثث"",""nominative""],""part_of_speech"":""Noun""}"
4018,795,1,أَفَلَا,afalā,Then do not,2025-12-08 23:34:50.37772+00,2025-12-09 00:00:03.45283+00,"{""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4019,795,2,يَنظُرُونَ,yanẓurūna,they look,2025-12-08 23:34:50.37772+00,2025-12-09 00:00:03.504096+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:نظر""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
4020,795,3,إِلَى,ilā,towards,2025-12-08 23:34:50.37772+00,2025-12-09 00:00:03.556636+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4021,795,4,ٱلۡإِبِلِ,l-ibili,the camels,2025-12-08 23:34:50.37772+00,2025-12-09 00:00:03.611758+00,"{""case"":""genitive"",""features"":[""root:أبل"",""genitive""],""part_of_speech"":""Noun""}"
4022,795,5,كَيۡفَ,kayfa,how,2025-12-08 23:34:50.37772+00,2025-12-09 00:00:03.661481+00,"{""features"":[""root:كيف""],""part_of_speech"":""Noun""}"
4023,795,6,خُلِقَتۡ,khuliqat,they are created,2025-12-08 23:34:50.37772+00,2025-12-09 00:00:03.718981+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:خلق"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
4024,796,1,وَإِلَى,wa-ilā,And towards,2025-12-08 23:34:50.446969+00,2025-12-09 00:00:03.878122+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4025,796,2,ٱلسَّمَآءِ,l-samāi,the sky,2025-12-08 23:34:50.446969+00,2025-12-09 00:00:03.924781+00,"{""case"":""genitive"",""features"":[""root:سمو"",""genitive""],""part_of_speech"":""Noun""}"
4026,796,3,كَيۡفَ,kayfa,how,2025-12-08 23:34:50.446969+00,2025-12-09 00:00:03.978049+00,"{""features"":[""root:كيف""],""part_of_speech"":""Noun""}"
4027,796,4,رُفِعَتۡ,rufiʿat,it is raised,2025-12-08 23:34:50.446969+00,2025-12-09 00:00:04.029084+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:رفع"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
4028,797,1,وَإِلَى,wa-ilā,And towards,2025-12-08 23:34:50.510806+00,2025-12-09 00:00:04.200669+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4029,797,2,ٱلۡجِبَالِ,l-jibāli,the mountains,2025-12-08 23:34:50.510806+00,2025-12-09 00:00:04.250541+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:جبل"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
4030,797,3,كَيۡفَ,kayfa,how,2025-12-08 23:34:50.510806+00,2025-12-09 00:00:04.300679+00,"{""features"":[""root:كيف""],""part_of_speech"":""Noun""}"
4031,797,4,نُصِبَتۡ,nuṣibat,they are fixed,2025-12-08 23:34:50.510806+00,2025-12-09 00:00:04.349477+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:نصب"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
4032,798,1,وَإِلَى,wa-ilā,And towards,2025-12-08 23:34:50.565929+00,2025-12-09 00:00:04.505975+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4033,798,2,ٱلۡأَرۡضِ,l-arḍi,the earth,2025-12-08 23:34:50.565929+00,2025-12-09 00:00:04.5542+00,"{""case"":""genitive"",""features"":[""root:أرض"",""genitive""],""part_of_speech"":""Noun""}"
4034,798,3,كَيۡفَ,kayfa,how,2025-12-08 23:34:50.565929+00,2025-12-09 00:00:04.599285+00,"{""features"":[""root:كيف""],""part_of_speech"":""Noun""}"
4035,798,4,سُطِحَتۡ,suṭiḥat,it is spread out,2025-12-08 23:34:50.565929+00,2025-12-09 00:00:04.644389+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:سطح"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
4036,799,1,فَذَكِّرۡ,fadhakkir,So remind,2025-12-08 23:34:50.619043+00,2025-12-09 00:00:04.787509+00,"{""form"":""2"",""tense"":""imperative"",""voice"":""active"",""aspect"":""imperative"",""gender"":""masculine"",""number"":""plural"",""person"":""second"",""features"":[""root:ذكر"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4037,799,2,إِنَّمَآ,innamā,only,2025-12-08 23:34:50.619043+00,2025-12-09 00:00:04.835961+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
4038,799,3,أَنتَ,anta,you,2025-12-08 23:34:50.619043+00,2025-12-09 00:00:04.889825+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
4039,799,4,مُذَكِّرٞ,mudhakkirun,(are) a reminder,2025-12-08 23:34:50.619043+00,2025-12-09 00:00:04.946415+00,"{""case"":""nominative"",""features"":[""root:ذكر"",""nominative""],""part_of_speech"":""Noun""}"
4040,800,1,لَّسۡتَ,lasta,You are not,2025-12-08 23:34:50.667541+00,2025-12-09 00:00:05.094813+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:ليس""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
4041,800,2,عَلَيۡهِم,ʿalayhim,over them,2025-12-08 23:34:50.667541+00,2025-12-09 00:00:05.140972+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Particle""}"
4042,800,3,بِمُصَيۡطِرٍ,bimuṣayṭirin,a controller,2025-12-08 23:34:50.667541+00,2025-12-09 00:00:05.189048+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4043,801,1,إِلَّا,illā,But,2025-12-08 23:34:50.740533+00,2025-12-09 00:00:05.36767+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4044,801,2,مَن,man,whoever,2025-12-08 23:34:50.740533+00,2025-12-09 00:00:05.446114+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
4045,801,3,تَوَلَّىٰ,tawallā,turns away,2025-12-08 23:34:50.740533+00,2025-12-09 00:00:05.508088+00,"{""form"":""5"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:ولي"",""masculine singular""],""part_of_speech"":""Verb""}"
4046,801,4,وَكَفَرَ,wakafara,and disbelieves,2025-12-08 23:34:50.740533+00,2025-12-09 00:00:05.569826+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:كفر"",""masculine singular""],""part_of_speech"":""Verb""}"
4047,802,1,فَيُعَذِّبُهُ,fayuʿadhibuhu,Then will punish him,2025-12-08 23:34:50.791792+00,2025-12-09 00:00:05.716811+00,"{""form"":""2"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""second"",""features"":[""verb"",""pronoun"",""root:عذب""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4048,802,2,ٱللَّهُ,l-lahu,Allah,2025-12-08 23:34:50.791792+00,2025-12-09 00:00:05.765581+00,"{""case"":""nominative"",""features"":[""root:أله"",""nominative""],""part_of_speech"":""Noun""}"
4049,802,3,ٱلۡعَذَابَ,l-ʿadhāba,(with) the punishment,2025-12-08 23:34:50.791792+00,2025-12-09 00:00:05.818472+00,"{""case"":""accusative"",""features"":[""root:عذب"",""accusative""],""part_of_speech"":""Noun""}"
4050,802,4,ٱلۡأَكۡبَرَ,l-akbara,greatest,2025-12-08 23:34:50.791792+00,2025-12-09 00:00:05.866838+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:كبر"",""masculine singular"",""accusative""],""part_of_speech"":""Noun""}"
4051,803,1,إِنَّ,inna,Indeed,2025-12-08 23:34:50.855664+00,2025-12-09 00:00:06.013416+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
4052,803,2,إِلَيۡنَآ,ilaynā,to Us,2025-12-08 23:34:50.855664+00,2025-12-09 00:00:06.066285+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4053,803,3,إِيَابَهُمۡ,iyābahum,(will be) their return,2025-12-08 23:34:50.855664+00,2025-12-09 00:00:06.119125+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:أوب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
4054,804,1,ثُمَّ,thumma,Then,2025-12-08 23:34:50.905751+00,2025-12-09 00:00:06.28414+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4055,804,2,إِنَّ,inna,indeed,2025-12-08 23:34:50.905751+00,2025-12-09 00:00:06.332456+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
4056,804,3,عَلَيۡنَا,ʿalaynā,upon Us,2025-12-08 23:34:50.905751+00,2025-12-09 00:00:06.381304+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4057,804,4,حِسَابَهُم,ḥisābahum,(is) their account,2025-12-08 23:34:50.905751+00,2025-12-09 00:00:06.435655+00,"{""case"":""accusative"",""features"":[""noun"",""pronoun"",""root:حسب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
4058,805,1,وَٱلۡفَجۡرِ,wal-fajri,By the dawn,2025-12-08 23:34:51.133286+00,2025-12-09 00:00:06.717723+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4059,806,1,وَلَيَالٍ,walayālin,And the nights,2025-12-08 23:34:51.182681+00,2025-12-09 00:00:06.870151+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:ليل"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
4060,806,2,عَشۡرٖ,ʿashrin,ten,2025-12-08 23:34:51.182681+00,2025-12-09 00:00:06.926786+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:عشر"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
4061,807,1,وَٱلشَّفۡعِ,wal-shafʿi,And the even,2025-12-08 23:34:51.229274+00,2025-12-09 00:00:07.074151+00,"{""case"":""genitive"",""features"":[""root:شفع"",""genitive""],""part_of_speech"":""Noun""}"
4062,807,2,وَٱلۡوَتۡرِ,wal-watri,and the odd,2025-12-08 23:34:51.229274+00,2025-12-09 00:00:07.13761+00,"{""case"":""genitive"",""features"":[""root:وتر"",""genitive""],""part_of_speech"":""Noun""}"
4063,808,1,وَٱلَّيۡلِ,wa-al-layli,And the night,2025-12-08 23:34:51.285277+00,2025-12-09 00:00:07.291627+00,"{""case"":""genitive"",""features"":[""root:ليل"",""genitive""],""part_of_speech"":""Noun""}"
4064,808,2,إِذَا,idhā,when,2025-12-08 23:34:51.285277+00,2025-12-09 00:00:07.349494+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
4065,808,3,يَسۡرِ,yasri,it passes,2025-12-08 23:34:51.285277+00,2025-12-09 00:00:07.403359+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:سري"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4066,809,1,هَلۡ,hal,Is,2025-12-08 23:34:51.334916+00,2025-12-09 00:00:07.560942+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4067,809,2,فِي,fī,in,2025-12-08 23:34:51.334916+00,2025-12-09 00:00:07.607262+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4068,809,3,ذَٰلِكَ,dhālika,that,2025-12-08 23:34:51.334916+00,2025-12-09 00:00:07.658776+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
4069,809,4,قَسَمٞ,qasamun,(not) an oath,2025-12-08 23:34:51.334916+00,2025-12-09 00:00:07.70579+00,"{""case"":""nominative"",""features"":[""root:قسم"",""nominative""],""part_of_speech"":""Noun""}"
4070,809,5,لِّذِي,lidhī,for those,2025-12-08 23:34:51.334916+00,2025-12-09 00:00:07.75268+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4071,809,6,حِجۡرٍ,ḥij'rin,who understand,2025-12-08 23:34:51.334916+00,2025-12-09 00:00:07.805017+00,"{""case"":""genitive"",""features"":[""root:حجر"",""genitive""],""part_of_speech"":""Noun""}"
4072,810,1,أَلَمۡ,alam,Did not,2025-12-08 23:34:51.386518+00,2025-12-09 00:00:07.950982+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
4073,810,2,تَرَ,tara,you see,2025-12-08 23:34:51.386518+00,2025-12-09 00:00:08.001381+00,"{""form"":""1"",""mood"":""jussive"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:رأي"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
4074,810,3,كَيۡفَ,kayfa,how,2025-12-08 23:34:51.386518+00,2025-12-09 00:00:08.049983+00,"{""features"":[""root:كيف""],""part_of_speech"":""Noun""}"
4075,810,4,فَعَلَ,faʿala,dealt,2025-12-08 23:34:51.386518+00,2025-12-09 00:00:08.099356+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:فعل"",""masculine singular""],""part_of_speech"":""Verb""}"
4076,810,5,رَبُّكَ,rabbuka,your Lord,2025-12-08 23:34:51.386518+00,2025-12-09 00:00:08.146018+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
4077,810,6,بِعَادٍ,biʿādin,with Aad,2025-12-08 23:34:51.386518+00,2025-12-09 00:00:08.193134+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4078,811,1,إِرَمَ,irama,Iram,2025-12-08 23:34:51.436665+00,2025-12-09 00:00:08.332698+00,"{""case"":""genitive"",""features"":[""genitive""],""part_of_speech"":""Noun""}"
4079,811,2,ذَاتِ,dhāti,possessors (of),2025-12-08 23:34:51.436665+00,2025-12-09 00:00:08.387127+00,"{""case"":""genitive"",""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular"",""genitive""],""part_of_speech"":""Noun""}"
4080,811,3,ٱلۡعِمَادِ,l-ʿimādi,lofty pillars,2025-12-08 23:34:51.436665+00,2025-12-09 00:00:08.436467+00,"{""case"":""genitive"",""features"":[""root:عمد"",""genitive""],""part_of_speech"":""Noun""}"
4081,812,1,ٱلَّتِي,allatī,Which,2025-12-08 23:34:51.48792+00,2025-12-09 00:00:08.579421+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Noun""}"
4082,812,2,لَمۡ,lam,not,2025-12-08 23:34:51.48792+00,2025-12-09 00:00:08.627112+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
4083,812,3,يُخۡلَقۡ,yukh'laq,had been created,2025-12-08 23:34:51.48792+00,2025-12-09 00:00:08.67704+00,"{""form"":""1"",""mood"":""jussive"",""tense"":""present"",""voice"":""passive"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:خلق"",""masculine singular"",""masculine plural"",""passive""],""part_of_speech"":""Verb""}"
4084,812,4,مِثۡلُهَا,mith'luhā,like them,2025-12-08 23:34:51.48792+00,2025-12-09 00:00:08.729875+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:مثل""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""feminine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
4085,812,5,فِي,fī,in,2025-12-08 23:34:51.48792+00,2025-12-09 00:00:08.786673+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4086,812,6,ٱلۡبِلَٰدِ,l-bilādi,the cities,2025-12-08 23:34:51.48792+00,2025-12-09 00:00:08.836502+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:بلد"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
4087,813,1,وَثَمُودَ,wathamūda,And Thamud,2025-12-08 23:34:51.534735+00,2025-12-09 00:00:08.984166+00,"{""case"":""genitive"",""features"":[""genitive""],""part_of_speech"":""Noun""}"
4088,813,2,ٱلَّذِينَ,alladhīna,who,2025-12-08 23:34:51.534735+00,2025-12-09 00:00:09.031921+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
4089,813,3,جَابُواْ,jābū,carved out,2025-12-08 23:34:51.534735+00,2025-12-09 00:00:09.079281+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:جوب""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
4090,813,4,ٱلصَّخۡرَ,l-ṣakhra,the rocks,2025-12-08 23:34:51.534735+00,2025-12-09 00:00:09.132452+00,"{""case"":""accusative"",""features"":[""root:صخر"",""accusative""],""part_of_speech"":""Noun""}"
4091,813,5,بِٱلۡوَادِ,bil-wādi,in the valley,2025-12-08 23:34:51.534735+00,2025-12-09 00:00:09.201144+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
4092,814,1,وَفِرۡعَوۡنَ,wafir'ʿawna,And Firaun,2025-12-08 23:34:51.586493+00,2025-12-09 00:00:09.376483+00,"{""case"":""genitive"",""features"":[""genitive""],""part_of_speech"":""Noun""}"
4093,814,2,ذِي,dhī,owner of,2025-12-08 23:34:51.586493+00,2025-12-09 00:00:09.435552+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
4094,814,3,ٱلۡأَوۡتَادِ,l-awtādi,stakes,2025-12-08 23:34:51.586493+00,2025-12-09 00:00:09.488263+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:وتد"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
4095,815,1,ٱلَّذِينَ,alladhīna,Who,2025-12-08 23:34:51.638037+00,2025-12-09 00:00:09.633581+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
4096,815,2,طَغَوۡاْ,ṭaghaw,transgressed,2025-12-08 23:34:51.638037+00,2025-12-09 00:00:09.680691+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:طغي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
4097,815,3,فِي,fī,in,2025-12-08 23:34:51.638037+00,2025-12-09 00:00:09.732533+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
4098,815,4,ٱلۡبِلَٰدِ,l-bilādi,the lands,2025-12-08 23:34:51.638037+00,2025-12-09 00:00:09.806947+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:بلد"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
4099,816,1,فَأَكۡثَرُواْ,fa-aktharū,And (made) much,2025-12-08 23:34:51.690378+00,2025-12-09 00:00:09.957314+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:كثر""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
4100,816,2,فِيهَا,fīhā,therein,2025-12-08 23:34:51.690378+00,2025-12-09 00:00:10.003801+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Particle""}"
4101,816,3,ٱلۡفَسَادَ,l-fasāda,corruption,2025-12-08 23:34:51.690378+00,2025-12-09 00:00:10.050121+00,"{""case"":""accusative"",""features"":[""root:فسد"",""accusative""],""part_of_speech"":""Noun""}"
4102,817,1,فَصَبَّ,faṣabba,So poured,2025-12-08 23:34:51.746267+00,2025-12-09 00:00:10.193429+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:صبب"",""masculine singular""],""part_of_speech"":""Verb""}"
4103,817,2,عَلَيۡهِمۡ,ʿalayhim,on them,2025-12-08 23:34:51.746267+00,2025-12-09 00:00:10.251494+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Particle""}"
4104,817,3,رَبُّكَ,rabbuka,your Lord,2025-12-08 23:34:51.746267+00,2025-12-09 00:00:10.300808+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
